,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Port Keats,32,AU,1545085198,93,-14.25,129.55,83.03,10.45
375,Concepcion,8,CO,1545085199,28,9.56,-73.66,97.97,2.39
376,Gifhorn,75,DE,1545083400,87,52.48,10.54,42.8,5.82
377,Moses Lake,90,US,1545083580,95,47.13,-119.28,39.02,7.43
378,Los Llanos de Aridane,0,ES,1545084000,59,28.66,-17.92,64.4,6.93
379,Aguililla,68,MX,1545085204,42,18.74,-102.79,80.02,1.72
380,Harlingen,20,US,1545083700,52,26.19,-97.7,73.04,8.05
381,Donegal,92,IE,1545085206,95,54.65,-8.11,51.53,31.36
382,Sambava,76,MG,1545085208,100,-14.27,50.17,77.14,16.49
383,Sulangan,36,PH,1545085209,100,11.14,123.72,81.1,19.73
384,Auki,0,NG,1545085210,34,12.18,6.51,66.34,8.32
385,Nanton,0,CA,1545085211,40,50.35,-113.77,44.11,9.44
386,Luis Correia,75,BR,1545083100,69,-2.88,-41.67,78.8,6.93
387,Solton,88,RU,1545085214,90,52.84,86.48,16.79,6.31
388,Parauna,44,ID,1545085215,96,-3.82,122.09,69.4,1.95
389,Henties Bay,56,NA,1545085216,98,-22.12,14.28,60.89,4.74
390,Florence,1,US,1545083700,53,34.8,-87.68,57.92,8.05
391,Chimore,48,BO,1545085207,83,-16.98,-65.13,78.76,5.19
392,Maumere,8,ID,1545085220,100,-8.63,122.22,80.96,1.72
393,Pangkalanbuun,32,ID,1545085221,98,-2.68,111.62,71.51,3.18
394,Kilifi,0,KE,1545085222,87,-3.63,39.85,75.97,4.07
395,Saint-Paul,0,FR,1545082200,93,45.22,1.9,35.6,6.93
396,Cuxhaven,75,DE,1545081600,93,53.87,8.7,42.8,8.05
397,Verkhoyansk,12,RU,1545085226,0,67.55,133.39,-42.48,2.62
398,Sungairaya,76,ID,1545085227,99,0.7,108.9,75.07,2.73
399,Grand-Santi,56,GF,1545085228,82,4.27,-54.38,78.67,2.17
400,Chernyshevskiy,20,RU,1545085230,71,63.01,112.47,-17.01,4.18
401,Saint-Pierre,75,FR,1545082200,93,48.95,4.24,41.0,8.05
402,Luanda,40,AO,1545084000,74,-8.83,13.24,80.6,4.7
403,Hobyo,0,SO,1545085233,78,5.35,48.53,77.59,15.7
404,Tabuk,92,PH,1545085235,96,17.41,121.44,62.69,1.28
405,Kavieng,24,PG,1545085236,100,-2.57,150.8,85.15,5.75
406,Emerald,0,AU,1545084000,61,-23.53,148.16,82.4,10.29
407,Marawi,8,PH,1545085238,100,8.0,124.29,66.97,2.28
408,Tautira,20,PF,1545084000,66,-17.73,-149.15,87.8,8.05
409,Bayir,20,TR,1545083400,93,37.27,28.22,46.4,3.36
410,Saldanha,0,PT,1545085242,90,41.42,-6.55,32.95,6.2
411,Klaksvik,48,FO,1545083400,87,62.23,-6.59,44.6,34.45
412,Manzhouli,12,CN,1545085244,60,49.6,117.43,-8.73,7.87
413,Dungarvan,90,IE,1545084000,100,52.09,-7.62,51.8,27.51
414,Te Anau,92,NZ,1545085076,95,-45.41,167.72,58.01,13.24
415,Bara,0,NG,1545085248,31,10.41,10.6,69.85,9.33
416,Minab,0,IR,1545084000,58,27.15,57.07,57.2,6.93
417,Nanortalik,0,GL,1545085250,90,60.14,-45.24,26.02,8.99
418,San Policarpo,100,PH,1545085251,100,12.18,125.51,77.18,16.15
419,Paramonga,12,PE,1545085073,99,-10.68,-77.82,69.71,9.89
420,Halifax,90,CA,1545080400,100,44.65,-63.58,35.6,13.87
421,Beatrice,1,US,1545083700,41,40.27,-96.75,53.6,12.75
422,Leamington,90,CA,1545084000,74,42.05,-82.6,37.4,9.17
423,Vestmanna,44,FO,1545083400,87,62.16,-7.17,44.6,34.45
424,Stony Mountain,40,CA,1545080400,62,50.09,-97.22,19.4,11.41
425,Damietta,0,EG,1545080400,82,31.42,31.81,60.8,11.41
426,Tocopilla,0,CL,1545085261,87,-22.09,-70.2,67.42,5.41
427,Salvador,20,BR,1545084000,69,-12.98,-38.48,82.4,10.29
428,Ravar,0,IR,1545085263,71,31.27,56.81,27.86,2.17
429,Trelew,0,AR,1545085264,22,-43.25,-65.31,79.07,9.78
430,Maloy,76,ID,1545085266,96,1.0,118.1,73.45,1.95
431,La Ronge,40,CA,1545080400,66,55.1,-105.3,15.8,6.93
432,Huarmey,8,PE,1545085268,59,-10.07,-78.15,75.92,4.29
433,Khakhea,0,BW,1545085269,26,-24.69,23.5,79.07,9.22
434,Vestmannaeyjar,56,IS,1545085270,87,63.44,-20.27,44.69,41.99
435,Sivac,90,RS,1545082200,92,45.7,19.38,23.0,3.36
436,Kulaman,88,PH,1545085273,94,6.46,124.09,72.01,2.62
437,Luau,92,CD,1545085274,99,-10.7,22.23,64.67,2.62
438,Iwaki,20,JP,1545084000,69,37.05,140.89,35.6,17.22
439,Leh,48,IN,1545085276,39,34.16,77.58,-35.01,1.05
440,Kerema,80,PG,1545085277,99,-7.96,145.78,73.31,2.95
441,Muroto,20,JP,1545084000,80,33.37,134.14,35.6,3.36
442,Soyo,0,AO,1545085280,83,-6.13,12.37,78.76,4.97
443,Formosa,0,AR,1545084000,50,-26.19,-58.17,95.0,9.17
444,San Luis,20,AR,1545085282,62,-33.3,-66.34,73.81,15.82
445,Kalmunai,0,LK,1545085284,98,7.42,81.82,68.09,3.29
446,Carutapera,56,BR,1545085285,80,-1.2,-46.02,81.37,11.23
447,Palmer,75,AU,1545084000,68,-34.85,139.16,69.8,4.7
448,Port Angeles,90,US,1545084900,92,48.12,-123.43,50.0,3.36
449,Puerto Escondido,40,MX,1545082800,74,15.86,-97.07,80.6,8.05
450,Santa Cruz del Sur,8,CU,1545085290,70,20.71,-78.0,83.62,3.62
451,Bahia Blanca,0,AR,1545085291,59,-38.72,-62.27,67.19,15.7
452,Rae Bareli,36,IN,1545085292,87,26.22,81.25,50.77,2.73
453,Adrar,0,DZ,1545080400,35,27.87,-0.29,57.2,12.75
454,Bluefield,1,US,1545083700,57,37.27,-81.22,48.56,13.87
455,Tibati,8,CM,1545085296,30,6.47,12.63,72.32,12.01
456,Orvault,90,FR,1545082200,100,47.27,-1.62,50.0,9.17
457,Narasannapeta,92,IN,1545085298,100,18.42,84.04,71.65,2.73
458,Port Blair,76,IN,1545085299,99,11.67,92.75,83.62,13.91
459,Labuhan,92,ID,1545085300,98,-2.54,115.51,72.1,1.61
460,Zabaykalsk,12,CN,1545085301,60,49.64,117.33,-8.73,7.87
461,Egvekinot,36,RU,1545085303,62,66.32,-179.17,-35.19,2.39
462,Burlington,90,CA,1545085080,64,43.32,-79.8,37.4,16.11
463,Pitimbu,75,BR,1545084000,94,-7.47,-34.81,77.0,8.05
464,Springdale,1,US,1545083880,35,36.19,-94.13,57.2,4.07
465,Calama,0,CL,1545084000,17,-22.46,-68.93,73.4,19.46
466,Mudanya,40,TR,1545083400,100,40.38,28.88,50.0,1.12
467,Griffith,0,AU,1545084000,44,-34.29,146.06,80.6,8.05
468,Waddan,0,LY,1545085311,68,29.16,16.14,42.62,3.74
469,Shingu,0,JP,1545085312,100,33.72,135.99,50.77,22.53
470,Kurilsk,56,RU,1545085313,100,45.23,147.88,32.27,9.89
471,Pringsewu,44,ID,1545085314,87,-5.36,104.98,75.74,2.28
472,Karasjok,75,NO,1545083400,72,69.47,25.52,15.8,10.29
473,Chiradzulu,80,MW,1545085317,99,-15.7,35.18,69.94,3.51
474,Manadhoo,12,MV,1545085318,100,5.77,73.38,81.68,8.21
475,Belmonte,0,PT,1545085319,86,40.36,-7.35,32.14,4.52
476,Mount Darwin,88,ZW,1545085321,89,-16.77,31.58,70.21,2.84
477,Miraflores,32,CO,1545085322,55,5.2,-73.14,63.01,2.62
478,Kasongo,12,CD,1545085323,90,-4.43,26.67,71.11,1.95
479,Houston,1,US,1545084900,30,29.76,-95.37,71.6,4.07
480,Nago,0,IT,1545083400,100,45.88,10.89,32.0,4.7
481,Shilka,0,RU,1545085327,54,51.85,116.03,-6.3,6.98
482,Nemuro,0,JP,1545085328,100,43.32,145.57,37.36,17.49
483,Saint-Augustin,0,FR,1545082200,93,44.83,-0.61,44.6,6.93
484,Kimbe,32,PG,1545085330,100,-5.56,150.15,80.47,1.39
485,Makhu,0,IN,1545082200,100,31.11,74.97,42.8,2.73
486,Dzaoudzi,0,YT,1545084000,88,-12.79,45.27,78.8,4.7
487,Yarovoye,80,RU,1545085334,81,52.92,78.56,12.11,5.3
488,Esna,92,RO,1545085335,100,45.2,27.57,32.41,13.13
489,El Alto,75,BO,1545084000,66,-16.5,-68.19,51.8,6.93
490,Carballo,0,ES,1545082200,58,43.21,-8.69,53.6,14.99
491,Ahipara,8,NZ,1545085338,79,-35.17,173.16,69.22,2.62
492,Hella,56,IS,1545085340,87,63.84,-20.4,44.69,41.99
493,Channel-Port aux Basques,92,CA,1545085341,100,47.57,-59.14,36.1,26.78
494,Enid,90,US,1545083940,35,36.4,-97.88,53.6,6.93
495,Hakkari,90,FI,1545083400,92,61.34,23.75,30.2,6.93
496,Ende,56,ID,1545085344,100,-8.84,121.65,80.56,5.3
497,Obzor,90,BG,1545084000,86,42.82,27.88,39.2,6.93
498,Karachi,0,PK,1545083700,20,24.87,67.03,57.2,6.93
499,Stephenville,1,US,1545083700,46,32.22,-98.2,57.56,4.63
500,Falmouth,90,GB,1545083400,87,50.16,-5.07,53.6,21.92
501,Russell,44,AR,1545085350,39,-33.01,-68.8,70.21,5.41
502,Bandarbeyla,0,SO,1545085352,100,9.49,50.81,78.22,25.43
503,Krasnyy Chikoy,32,RU,1545085353,76,50.36,108.75,7.07,3.96
504,Harper,1,US,1545083700,20,30.3,-99.24,68.9,3.36
505,Yablochnyy,40,RU,1545084000,84,47.17,142.07,6.8,4.47
506,Wuzhou,0,CN,1545085356,83,23.48,111.3,38.03,2.39
507,Annau,90,TM,1545084000,93,37.89,58.52,39.2,6.93
508,Mehamn,75,NO,1545083400,100,71.03,27.85,37.4,11.41
509,Curumani,8,CO,1545085360,39,9.2,-73.54,94.15,1.28
510,Ketchikan,90,US,1545083760,85,55.34,-131.65,44.96,28.86
511,Naze,32,NG,1545080400,83,5.43,7.07,80.6,6.53
512,Oparino,64,RU,1545085363,84,59.85,48.28,9.64,4.63
513,Hay River,40,CA,1545084000,78,60.82,-115.79,8.6,6.93
514,Ust-Tsilma,68,RU,1545085366,74,65.44,52.15,17.65,8.99
515,Chabahar,0,IR,1545085367,100,25.29,60.65,71.02,1.95
516,Benguela,12,AO,1545085368,100,-12.58,13.4,74.44,2.95
517,Chaozhou,0,CN,1545084000,93,23.66,116.62,48.2,4.74
518,Verkhnevilyuysk,36,RU,1545085371,59,63.45,120.31,-12.91,5.3
519,Nefteyugansk,75,RU,1545084000,100,61.09,72.61,21.2,8.95
520,Basco,1,US,1545083700,34,40.33,-91.2,48.2,4.7
521,Lata,0,IN,1545085374,45,30.78,78.62,33.26,3.18
522,Deputatskiy,36,RU,1545085375,45,69.3,139.9,-29.56,2.73
523,Ossora,0,RU,1545085376,100,59.24,163.07,-5.76,2.73
524,Portobelo,40,PA,1545084000,51,9.55,-79.65,86.0,14.99
525,Fukue,40,JP,1545084000,70,35.03,136.69,46.4,13.87
526,Hohhot,0,CN,1545084000,77,40.81,111.65,5.0,6.71
527,Chiang Kham,90,TH,1545084000,100,19.53,100.3,62.6,1.12
528,Mwene-Ditu,88,CD,1545085382,96,-7.01,23.45,67.87,2.95
529,Tafresh,92,IR,1545085383,86,34.69,50.01,37.67,3.62
530,Ola,64,RU,1545085385,100,59.58,151.3,14.86,20.29
531,General Roca,0,AR,1545084000,22,-39.03,-67.58,75.2,5.82
532,Suez,24,EG,1545085387,86,29.97,32.54,48.25,3.74
533,Yerbogachen,20,RU,1545085388,60,61.28,108.01,-13.5,2.73
534,Rondonopolis,0,BR,1545085389,68,-16.46,-54.64,87.85,4.18
535,Cayenne,88,GF,1545084000,83,4.94,-52.33,78.8,4.7
536,Inhambane,88,MZ,1545085392,100,-23.87,35.38,76.73,8.99
537,Tullow,75,IE,1545080400,81,52.8,-6.74,53.6,29.97
538,Maniitsoq,12,GL,1545085394,100,65.42,-52.9,10.76,6.98
539,Colares,20,PT,1545082200,87,38.8,-9.45,51.8,1.12
540,Lima,75,PE,1545084000,78,-12.06,-77.04,71.6,14.99
541,Paamiut,0,GL,1545085397,100,61.99,-49.67,26.92,6.42
542,Crotone,90,IT,1545080100,100,39.09,17.12,33.8,6.93
543,Kamaishi,20,JP,1545085400,100,39.28,141.86,30.56,7.2
544,Kaeo,8,NZ,1545085401,65,-35.1,173.78,70.21,3.85
545,Nizhniy Kuranakh,24,RU,1545085402,71,58.84,125.49,-12.01,4.74
546,Guerrero Negro,0,MX,1545085403,60,27.97,-114.04,70.52,8.66
547,Pasni,0,PK,1545085404,100,25.26,63.48,68.95,3.06
548,Salinopolis,76,BR,1545085405,100,-0.61,-47.36,80.65,13.02
549,Raudeberg,0,NO,1545083400,64,61.99,5.14,39.2,13.87
550,San Cristobal,40,EC,1545084000,68,-0.39,-78.55,64.4,12.75
551,Silifke,92,TR,1545085409,100,36.38,33.93,48.74,7.2
552,Elk,80,PL,1545085278,97,53.83,22.36,25.57,2.95
553,Vanimo,68,PG,1545085412,100,-2.67,141.3,81.46,14.7
554,Ewo,76,CG,1545085413,94,-0.88,14.81,73.04,1.39
555,Bambey,0,SN,1545084000,78,14.7,-16.45,77.0,14.99
556,Skjervoy,20,NO,1545079800,86,70.03,20.97,28.4,2.24
557,Petropavlovsk-Kamchatskiy,90,RU,1545084000,92,53.05,158.65,30.2,13.42
558,Kytmanovo,80,RU,1545085418,86,53.46,85.45,13.82,8.1
559,Tura,100,IN,1545085419,90,25.52,90.21,60.76,3.51
560,Den Helder,90,NL,1545083700,100,52.96,4.76,48.2,5.82
561,Grand Island,1,US,1545084900,42,40.92,-98.34,53.06,13.87
562,Magistralnyy,80,RU,1545085422,64,56.17,107.45,12.16,6.76
563,Nhulunbuy,12,AU,1545084000,79,-12.18,136.78,86.0,8.05
564,Champerico,90,MX,1545083280,60,16.38,-93.6,71.6,13.87
565,Beringovskiy,0,RU,1545085426,100,63.05,179.32,-12.42,9.66
566,Maryborough,88,AU,1545085427,99,-25.54,152.7,72.37,2.95
567,Leshukonskoye,48,RU,1545085428,84,64.9,45.76,17.65,7.43
568,Dudinka,64,RU,1545085429,86,69.41,86.18,13.24,17.05
